CUENTA;NOMBRE;NATURALEZA;ESTADO
4255;INDEMNIZACIONES;CR;ACTIVO
425505;POR SINIESTRO;CR;ACTIVO
425510;POR SUMINISTROS;CR;ACTIVO
425515;LUCRO CESANTE COMPA¥IAS DE SEGUROS;CR;ACTIVO
425520;DA¥O EMERGENTE COMPA¥IAS DE SEGUROS;CR;ACTIVO
425525;POR PERDIDA DE MERCANCIA;CR;ACTIVO
425530;POR INCUMPLIMIENTO DE CONTRATOS;CR;ACTIVO
425535;DE TERCEROS;CR;ACTIVO
425540;POR INCAPACIDADES I.S.S.;CR;ACTIVO
425595;OTRAS;CR;ACTIVO
425599;AJUSTES POR INFLACION;CR;ACTIVO
425599;CUENTA AJUSTES NIIF;CR;ACTIVO
4260;PARTICIPACIONES EN CONCESIONES;CR;ACTIVO
426099;AJUSTES POR INFLACION;CR;ACTIVO
426099;CUENTA AJUSTES NIIF;CR;ACTIVO
4265;INGRESOS DE EJERCICIOS ANTERIORES;CR;ACTIVO
426599;AJUSTES POR INFLACION;CR;ACTIVO
426599;CUENTA AJUSTES NIIF;CR;ACTIVO
4275;DEVOLUCIONES/ REBAJAS Y DESCUENTOS EN OTRAS VENTAS (DB);CR;ACTIVO
427599;AJUSTES POR INFLACION;CR;ACTIVO
427599;CUENTA AJUSTES NIIF;CR;ACTIVO
4295;DIVERSOS;CR;ACTIVO
429503;CERT;CR;ACTIVO
429505;APROVECHAMIENTOS;CR;ACTIVO
429506;SUBVENCIONES;CR;ACTIVO
429507;AUXILIOS;CR;ACTIVO
429509;DONACIONES;CR;ACTIVO
429511;INGRESOS POR INVESTIGACION Y DESARROLLO;CR;ACTIVO
429513;POR TRABAJOS EJECUTADOS;CR;ACTIVO
429515;REGALIAS;CR;ACTIVO
429517;DERIVADOS DE LAS EXPORTACIONES;CR;ACTIVO
429519;OTROS INGRESOS DE EXPLOTACION;CR;ACTIVO
429521;DE LA ACTIVIDAD GANADERA;CR;ACTIVO
429525;DERECHOS Y LICITACIONES;CR;ACTIVO
429530;INGRESOS POR ELEMENTOS PERDIDOS;CR;ACTIVO
429533;MULTAS Y RECARGOS;CR;ACTIVO
429535;PREAVISOS DESCONTADOS;CR;ACTIVO
429537;RECLAMOS;CR;ACTIVO
429540;RECOBRO DE DA¥OS;CR;ACTIVO
429543;PREMIOS;CR;ACTIVO
429545;BONIFICACIONES;CR;ACTIVO
429547;PRODUCTOS DESCONTADOS;CR;ACTIVO
429549;RECONOCIMIENTOS I.S.S.;CR;ACTIVO
429551;EXCEDENTES;CR;ACTIVO
429553;SOBRANTES DE CAJA MENOR;CR;ACTIVO
429555;SOBRANTES EN LIQUIDACION FLETES;CR;ACTIVO
429557;SUBSIDIOS ESTATALES;CR;ACTIVO
429559;CAPACITACION DISTRIBUIDORES;CR;ACTIVO
429561;DE ESCRITURACION;CR;ACTIVO
429563;REGISTRO PROMESAS DE VENTA;CR;ACTIVO
429567;UTILES/ PAPELERIA Y FOTOCOPIAS;CR;ACTIVO
429571;RESULTADOS MATRICULAS Y TRASPASOS;CR;ACTIVO
429573;DECORACIONES;CR;ACTIVO
429575;MANEJO DE CARGA;CR;ACTIVO
429579;HISTORIA CLINICA;CR;ACTIVO
429581;AJUSTE AL PESO;CR;ACTIVO
429583;LLAMADAS TELEFONICAS;CR;ACTIVO
429599;AJUSTES POR INFLACION;CR;ACTIVO
429599;CUENTA AJUSTES NIIF;CR;ACTIVO
47;AJUSTES POR INFLACION;CR;ACTIVO
4705;CORRECCION MONETARIA;CR;ACTIVO
470505;INVERSIONES (CR);CR;ACTIVO
470510;INVENTARIOS (CR);CR;ACTIVO
470515;PROPIEDADES/ PLANTA Y EQUIPO (CR);CR;ACTIVO
470520;INTANGIBLES (CR);CR;ACTIVO
470525;ACTIVOS DIFERIDOS;CR;ACTIVO
470530;OTROS ACTIVOS (CR);CR;ACTIVO
470535;PASIVOS SUJETOS DE AJUSTE;CR;ACTIVO
470540;PATRIMONIO;CR;ACTIVO
470545;DEPRECIACION ACUMULADA (DB);CR;ACTIVO
470550;DEPRECIACION DIFERIDA (CR);CR;ACTIVO
470555;AGOTAMIENTO ACUMULADO (DB);CR;ACTIVO
470560;AMORTIZACION ACUMULADA (DB);CR;ACTIVO
470565;INGRESOS OPERACIONALES (DB);CR;ACTIVO
470570;INGRESOS NO OPERACIONALES (DB);CR;ACTIVO
470575;GASTOS OPERACIONALES DE ADMINISTRACION (CR);CR;ACTIVO
470580;GASTOS OPERACIONALES DE VENTAS (CR);CR;ACTIVO
470585;GASTOS NO OPERACIONALES (CR);CR;ACTIVO
470590;COMPRAS (CR);CR;ACTIVO
470592;COSTO DE VENTAS (CR);CR;ACTIVO
470594;COSTOS DE PRODUCCION O DE OPERACION (DB);CR;ACTIVO
470599;CUENTA AJUSTES NIIF;CR;ACTIVO
5;GASTOS;DB;ACTIVO
51;OPERACIONALES DE ADMINISTRACION;DB;ACTIVO
5105;GASTOS DE PERSONAL;DB;ACTIVO
510503;SALARIO INTEGRAL;DB;ACTIVO
510506;SUELDOS;DB;ACTIVO
510512;JORNALES;DB;ACTIVO
510515;HORAS EXTRAS Y RECARGOS;DB;ACTIVO
510518;COMISIONES;DB;ACTIVO
510521;VIATICOS;DB;ACTIVO
510524;INCAPACIDADES;DB;ACTIVO
510527;AUXILIO DE TRANSPORTE;DB;ACTIVO
510530;CESANTIAS;DB;ACTIVO
510533;INTERESES SOBRE CESANTIAS;DB;ACTIVO
510536;PRIMA DE SERVICIOS;DB;ACTIVO
510539;VACACIONES;DB;ACTIVO
510542;PRIMAS EXTRALEGALES;DB;ACTIVO
510545;AUXILIOS;DB;ACTIVO
510548;BONIFICACIONES;DB;ACTIVO
510551;DOTACION Y SUMINISTRO A TRABAJADORES;DB;ACTIVO
510554;SEGUROS;DB;ACTIVO
510557;CUOTAS PARTES PENSIONES DE JUBILACION;DB;ACTIVO
510558;AMORTIZACION CALCULO ACTUARIAL PENSIONES DE JUBILACION;DB;ACTIVO
510559;PENSIONES DE JUBILACION;DB;ACTIVO
510560;INDEMNIZACIONES LABORALES;DB;ACTIVO
510563;CAPACITACION AL PERSONAL;DB;ACTIVO
510566;GASTOS DEPORTIVOS Y DE RECREACION;DB;ACTIVO
510568;APORTES A ARL;DB;ACTIVO
510569;APORTES AL I.S.S;DB;ACTIVO
510570;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;DB;ACTIVO
510572;APORTES CAJAS DE COMPENSACION FAMILIAR;DB;ACTIVO
510575;APORTES I.C.B.F.;DB;ACTIVO
510578;SENA;DB;ACTIVO
510581;APORTES SINDICALES;DB;ACTIVO
510584;GASTOS MEDICOS Y DROGAS;DB;ACTIVO
510595;OTROS;DB;ACTIVO
510599;AJUSTES POR INFLACION;DB;ACTIVO
510599;CUENTA AJUSTES NIIF;DB;ACTIVO
5110;HONORARIOS;DB;ACTIVO
511005;JUNTA DIRECTIVA;DB;ACTIVO
511010;REVISORÖA FISCAL;DB;ACTIVO
511015;AUDITORIA EXTERNA;DB;ACTIVO
511020;AVALUOS;DB;ACTIVO
511025;ASESORIA JURIDICA;DB;ACTIVO
511030;ASESORIA FINANCIERA;DB;ACTIVO
511035;ASESORIA TECNICA;DB;ACTIVO
511040;LICENCIAMIENTO;DB;ACTIVO
511095;OTROS;DB;ACTIVO
511099;AJUSTES POR INFLACION;DB;ACTIVO
511099;CUENTA AJUSTES NIIF;DB;ACTIVO
5115;IMPUESTOS;DB;ACTIVO
511505;INDUSTRIA Y COMERCIO;DB;ACTIVO
511510;DE TIMBRES;DB;ACTIVO
511515;A LA PROPIEDAD RAIZ;DB;ACTIVO
511520;DERECHOS SOBRE INSTRUMENTOS PUBLICOS;DB;ACTIVO
511525;DE VALORIZACION;DB;ACTIVO
511530;DE TURISMO;DB;ACTIVO
511535;TASA POR UTILIZACION DE PUERTOS;DB;ACTIVO
511540;DE VEHICULOS;DB;ACTIVO
511545;DE ESPECTACULOS PUBLICOS;DB;ACTIVO
511550;CUOTAS DE FOMENTO;DB;ACTIVO
511570;IVA DESCONTABLE;DB;ACTIVO
511595;OTROS;DB;ACTIVO
511599;AJUSTES POR INFLACION;DB;ACTIVO
511599;CUENTA AJUSTES NIIF;DB;ACTIVO
5120;ARRENDAMIENTOS;DB;ACTIVO
512005;TERRENOS;DB;ACTIVO
512010;CONSTRUCCIONES Y EDIFICACIONES;DB;ACTIVO
512015;MAQUINARIA Y EQUIPO;DB;ACTIVO
512020;EQUIPO DE OFICINA;DB;ACTIVO
512025;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
512030;EQUIPO MEDICO - CIENTIFICO;DB;ACTIVO
512035;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
512040;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
512045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
512050;FLOTA Y EQUIPO AEREO;DB;ACTIVO
512055;FLOTA Y EQUIPO FERREO;DB;ACTIVO
512060;ACUEDUCTOS PLANTAS Y REDES;DB;ACTIVO
512065;AERODROMOS;DB;ACTIVO
512070;SEMOVIENTES;DB;ACTIVO
512095;OTROS;DB;ACTIVO
512099;AJUSTES POR INFLACION;DB;ACTIVO
512099;CUENTA AJUSTES NIIF;DB;ACTIVO
5125;CONTRIBUCIONES Y AFILIACIONES;DB;ACTIVO
512505;CONTRIBUCIONES;DB;ACTIVO
512510;AFILIACIONES Y SOSTENIMIENTO;DB;ACTIVO
512599;AJUSTES POR INFLACION;DB;ACTIVO
512599;CUENTA AJUSTES NIIF;DB;ACTIVO
5130;SEGUROS;DB;ACTIVO
513005;MANEJO;DB;ACTIVO
513010;CUMPLIMIENTO;DB;ACTIVO
513015;CORRIENTE DEBIL;DB;ACTIVO
513020;VIDA COLECTIVA;DB;ACTIVO
513025;INCENDIO;DB;ACTIVO
513030;TERREMOTO;DB;ACTIVO
513035;SUSTRACCION Y HURTO;DB;ACTIVO
513040;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
513045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
513050;FLOTA Y EQUIPO AEREO;DB;ACTIVO
513055;FLOTA Y EQUIPO FERREO;DB;ACTIVO
513060;RESPONSABILIDAD CIVIL Y EXTRACONTRACTUAL;DB;ACTIVO
513065;VUELO;DB;ACTIVO
513070;ROTURA DE MAQUINARIA;DB;ACTIVO
513075;OBLIGATORIO ACCIDENTE DE TRANSITO;DB;ACTIVO
513080;LUCRO CESANTE;DB;ACTIVO
513095;OTROS;DB;ACTIVO
513099;AJUSTES POR INFLACION;DB;ACTIVO
513099;CUENTA AJUSTES NIIF;DB;ACTIVO
5135;SERVICIOS;DB;ACTIVO
513505;ASEO Y VIGILANCIA;DB;ACTIVO
513510;TEMPORALES;DB;ACTIVO
513515;ASISTENCIA TECNICA;DB;ACTIVO
513520;PROCESAMIENTO ELECTRONICO DE DATOS;DB;ACTIVO
513525;ACUEDUCTO Y ALCANTARILLADO;DB;ACTIVO
513530;ENERGIA ELECTRICA;DB;ACTIVO
513535;TELEFONO;DB;ACTIVO
513540;CORREO/ PORTES Y TELEGRAMAS;DB;ACTIVO
513545;FAX Y TELEX;DB;ACTIVO
513550;TRANSPORTE/ FLETES Y ACARREOS;DB;ACTIVO
513555;GAS;DB;ACTIVO
513560;PUBLICIDAD Y PROPAGANDA;DB;ACTIVO
513595;OTROS;DB;ACTIVO
513599;AJUSTES POR INFLACION;DB;ACTIVO
513599;CUENTA AJUSTES NIIF;DB;ACTIVO
5140;GASTOS LEGALES;DB;ACTIVO
514005;NOTARIALES;DB;ACTIVO
514010;REGISTRO MERCANTIL;DB;ACTIVO
514015;TRAMITES Y LICENCIAS;DB;ACTIVO
514020;ADUANEROS;DB;ACTIVO
514025;CONSULARES;DB;ACTIVO
514095;OTROS;DB;ACTIVO
514099;AJUSTES POR INFLACION;DB;ACTIVO
514099;CUENTA AJUSTES NIIF;DB;ACTIVO
5145;MANTENIMIENTO Y REPARACIONES;DB;ACTIVO
514505;TERRENOS;DB;ACTIVO
514510;CONSTRUCCIONES Y EDIFICACIONES;DB;ACTIVO
514515;MAQUINARIA Y EQUIPO;DB;ACTIVO
514520;EQUIPO DE OFICINA;DB;ACTIVO
514525;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
514530;EQUIPO MEDICO-CIENTIFICO;DB;ACTIVO
514535;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
514540;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
514545;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
514550;FLOTA Y EQUIPO AEREO;DB;ACTIVO
514555;FLOTA Y EQUIPO FERREO;DB;ACTIVO
514560;ACUEDUCTOS PLANTAS Y REDES;DB;ACTIVO
514565;ARMAMENTO DE VIGILANCIA;DB;ACTIVO
514570;VIAS DE COMUNICACION;DB;ACTIVO
514599;AJUSTES POR INFLACION;DB;ACTIVO
514599;CUENTA AJUSTES NIIF;DB;ACTIVO
5150;ADECUACION E INSTALACION;DB;ACTIVO
515005;INSTALACIONES ELECTRICAS;DB;ACTIVO
515010;ARREGLOS ORNAMENTALES;DB;ACTIVO
515015;REPARACIONES LOCATIVAS;DB;ACTIVO
515095;OTROS;DB;ACTIVO
515099;AJUSTES POR INFLACION;DB;ACTIVO
515099;CUENTA AJUSTES NIIF;DB;ACTIVO
5155;GASTOS DE VIAJE;DB;ACTIVO
515505;ALOJAMIENTO Y MANUTENCION;DB;ACTIVO
515510;PASAJES FLUVIALES Y/O MARITIMOS;DB;ACTIVO
515515;PASAJES AEREOS;DB;ACTIVO
515520;PASAJES TERRESTRES;DB;ACTIVO
515525;PASAJES FERREOS;DB;ACTIVO
515595;OTROS;DB;ACTIVO
515599;AJUSTES POR INFLACION;DB;ACTIVO
515599;CUENTA AJUSTES NIIF;DB;ACTIVO
5160;DEPRECIACIONES;DB;ACTIVO
516005;CONSTRUCCIONES Y EDIFICACIONES;DB;ACTIVO
516010;MAQUINARIA Y EQUIPO;DB;ACTIVO
516015;EQUIPO DE OFICINA;DB;ACTIVO
516020;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
516025;EQUIPO MEDICO - CIENTIFICO;DB;ACTIVO
516030;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
516035;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
516040;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
516045;FLOTA Y EQUIPO AEREO;DB;ACTIVO
516050;FLOTA Y EQUIPO FERREO;DB;ACTIVO
516055;ACUEDUCTOS/ PLANTAS Y REDES;DB;ACTIVO
516060;ARMAMENTO DE VIGILANCIA;DB;ACTIVO
516099;AJUSTES POR INFLACION;DB;ACTIVO
516099;CUENTA AJUSTES NIIF;DB;ACTIVO
5165;AMORTIZACIONES;DB;ACTIVO
516505;VIAS DE COMUNICACION;DB;ACTIVO
516510;INTANGIBLES;DB;ACTIVO
516515;CARGOS DIFERIDOS;DB;ACTIVO
516595;OTRAS;DB;ACTIVO
516599;AJUSTES POR INFLACION;DB;ACTIVO
516599;CUENTA AJUSTES NIIF;DB;ACTIVO
5195;DIVERSOS;DB;ACTIVO
519505;COMISIONES;DB;ACTIVO
519510;LIBROS/ SUSCRIPCIONES/ PERIODICOS Y REVISTAS;DB;ACTIVO
519515;MUSICA AMBIENTAL;DB;ACTIVO
519520;GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS;DB;ACTIVO
519525;ELEMENTOS DE ASEO Y CAFETERIA;DB;ACTIVO
519530;UTILES/ PAPELERIA Y FOTOCOPIAS;DB;ACTIVO
519535;COMBUSTIBLES Y LUBRICANTES;DB;ACTIVO
519540;ENVASES Y EMPAQUES;DB;ACTIVO
519545;TAXIS Y BUSES;DB;ACTIVO
519550;ESTAMPILLAS;DB;ACTIVO
519555;MICROFILMACION;DB;ACTIVO
519560;CASINO Y RESTAURANTE;DB;ACTIVO
519565;PARQUEADEROS;DB;ACTIVO
519570;INDEMNIZACION POR DA¥OS A TERCEROS;DB;ACTIVO
519575;POLVORA Y SIMILARES;DB;ACTIVO
519595;OTROS;DB;ACTIVO
519599;AJUSTES POR INFLACION;DB;ACTIVO
519599;CUENTA AJUSTES NIIF;DB;ACTIVO
5199;PROVISIONES;DB;ACTIVO
519905;INVERSIONES;DB;ACTIVO
519910;DEUDORES;DB;ACTIVO
519915;PROPIEDADES/ PLANTA Y EQUIPO;DB;ACTIVO
519995;OTROS ACTIVOS;DB;ACTIVO
519999;AJUSTES POR INFLACION;DB;ACTIVO
519999;CUENTA AJUSTES NIIF;DB;ACTIVO
52;OPERACIONALES DE VENTAS;DB;ACTIVO
5205;GASTOS DE PERSONAL;DB;ACTIVO
520503;SALARIO INTEGRAL;DB;ACTIVO
520506;SUELDOS;DB;ACTIVO
520512;JORNALES;DB;ACTIVO
520515;HORAS EXTRAS Y RECARGOS;DB;ACTIVO
520518;COMISIONES;DB;ACTIVO
520521;VIATICOS;DB;ACTIVO
520524;INCAPACIDADES;DB;ACTIVO
520527;AUXILIO DE TRANSPORTE;DB;ACTIVO
520530;CESANTIAS;DB;ACTIVO
520533;INTERESES SOBRE CESANTIAS;DB;ACTIVO
520536;PRIMA DE SERVICIOS;DB;ACTIVO
520539;VACACIONES;DB;ACTIVO
520542;PRIMAS EXTRALEGALES;DB;ACTIVO
520545;AUXILIOS;DB;ACTIVO
520548;BONIFICACIONES;DB;ACTIVO
520551;DOTACION Y SUMINISTRO A TRABAJADORES;DB;ACTIVO
520554;SEGUROS;DB;ACTIVO
520557;CUOTAS PARTES PENSIONES DE JUBILACION;DB;ACTIVO
520558;AMORTIZACION CALCULO ACTUARIAL PENSIONES DE JUBILACION;DB;ACTIVO
520559;PENSIONES DE JUBILACION;DB;ACTIVO
520560;INDEMNIZACIONES LABORALES;DB;ACTIVO
520563;CAPACITACION AL PERSONAL;DB;ACTIVO
520566;GASTOS DEPORTIVOS Y DE RECREACION;DB;ACTIVO
520569;APORTES AL I.S.S;DB;ACTIVO
520572;APORTES CAJAS DE COMPENSACION FAMILIAR;DB;ACTIVO
520575;APORTES I.C.B.F.;DB;ACTIVO
520578;SENA;DB;ACTIVO
520581;APORTES SINDICALES;DB;ACTIVO
520584;GASTOS MEDICOS Y DROGAS;DB;ACTIVO
520595;OTROS;DB;ACTIVO
520599;AJUSTES POR INFLACION;DB;ACTIVO
520599;CUENTA AJUSTES NIIF;DB;ACTIVO
5210;HONORARIOS;DB;ACTIVO
521005;JUNTA DIRECTIVA;DB;ACTIVO
521010;REVISORIA FISCAL;DB;ACTIVO
521015;AUDITORIA EXTERNA;DB;ACTIVO
521020;AVALUOS;DB;ACTIVO
521025;ASESORIA JURIDICA;DB;ACTIVO
521030;ASESORIA FINANCIERA;DB;ACTIVO
521035;ASESORIA TECNICA;DB;ACTIVO
521095;OTROS;DB;ACTIVO
521099;AJUSTES POR INFLACION;DB;ACTIVO
521099;CUENTA AJUSTES NIIF;DB;ACTIVO
5215;IMPUESTOS;DB;ACTIVO
521505;INDUSTRIA Y COMERCIO;DB;ACTIVO
521510;DE TIMBRES;DB;ACTIVO
521515;A LA PROPIEDAD RAIZ;DB;ACTIVO
521520;DERECHOS SOBRE INSTRUMENTOS PUBLICOS;DB;ACTIVO
521525;DE VALORIZACION;DB;ACTIVO
521530;DE TURISMO;DB;ACTIVO
521535;TASA POR UTILIZACION DE PUERTOS;DB;ACTIVO
521540;DE VEHICULOS;DB;ACTIVO
521545;DE ESPECTACULOS PUBLICOS;DB;ACTIVO
521550;CUOTAS DE FOMENTO;DB;ACTIVO
521555;LICORES;DB;ACTIVO
521560;CERVEZAS;DB;ACTIVO
521565;CIGARRILLOS;DB;ACTIVO
521570;IVA DESCONTABLE;DB;ACTIVO
521595;OTROS;DB;ACTIVO
521599;AJUSTES POR INFLACION;DB;ACTIVO
521599;CUENTA AJUSTES NIIF;DB;ACTIVO
5220;ARRENDAMIENTOS;DB;ACTIVO
522005;TERRENOS;DB;ACTIVO
522010;CONSTRUCCIONES Y EDIFICACIONES;DB;ACTIVO
522015;MAQUINARIA Y EQUIPO;DB;ACTIVO
522020;EQUIPO DE OFICINA;DB;ACTIVO
522025;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
522030;EQUIPO MEDICO - CIENTIFICO;DB;ACTIVO
522035;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
522040;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
522045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
522050;FLOTA Y EQUIPO AEREO;DB;ACTIVO
522055;FLOTA Y EQUIPO FERREO;DB;ACTIVO
522060;ACUEDUCTOS PLANTAS Y REDES;DB;ACTIVO
522065;AERODROMOS;DB;ACTIVO
522070;SEMOVIENTES;DB;ACTIVO
522095;OTROS;DB;ACTIVO
522099;AJUSTES POR INFLACION;DB;ACTIVO
522099;CUENTA AJUSTES NIIF;DB;ACTIVO
5225;CONTRIBUCIONES Y AFILIACIONES;DB;ACTIVO
522505;CONTRIBUCIONES;DB;ACTIVO
522510;AFILIACIONES Y SOSTENIMIENTO;DB;ACTIVO
522599;AJUSTES POR INFLACION;DB;ACTIVO
522599;CUENTA AJUSTES NIIF;DB;ACTIVO
5230;SEGUROS;DB;ACTIVO
523005;MANEJO;DB;ACTIVO
523010;CUMPLIMIENTO;DB;ACTIVO
523015;CORRIENTE DEBIL;DB;ACTIVO
523020;VIDA COLECTIVA;DB;ACTIVO
523025;INCENDIO;DB;ACTIVO
523030;TERREMOTO;DB;ACTIVO
523035;SUSTRACCION Y HURTO;DB;ACTIVO
523040;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
523045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
523050;FLOTA Y EQUIPO AEREO;DB;ACTIVO
523055;FLOTA Y EQUIPO FERREO;DB;ACTIVO
523060;RESPONSABILIDAD CIVIL Y EXTRACONTRACTUAL;DB;ACTIVO
523065;VUELO;DB;ACTIVO
523070;ROTURA DE MAQUINARIA;DB;ACTIVO
523075;OBLIGATORIO ACCIDENTE DE TRANSITO;DB;ACTIVO
523080;LUCRO CESANTE;DB;ACTIVO
523095;OTROS;DB;ACTIVO
523099;AJUSTES POR INFLACION;DB;ACTIVO
523099;CUENTA AJUSTES NIIF;DB;ACTIVO
5235;SERVICIOS;DB;ACTIVO
523505;ASEO Y VIGILANCIA;DB;ACTIVO
523510;TEMPORALES;DB;ACTIVO
523515;ASISTENCIA TECNICA;DB;ACTIVO
523520;PROCESAMIENTO ELECTRONICO DE DATOS;DB;ACTIVO
523525;ACUEDUCTO Y ALCANTARILLADO;DB;ACTIVO
523530;ENERGIA ELECTRICA;DB;ACTIVO
523535;TELEFONO;DB;ACTIVO
523540;CORREO/ PORTES Y TELEGRAMAS;DB;ACTIVO
523545;FAX Y TELEX;DB;ACTIVO
523550;TRANSPORTE/ FLETES Y ACARREOS;DB;ACTIVO
523555;GAS;DB;ACTIVO
523560;PROPAGANDA Y PUBLICIDAD;DB;ACTIVO
523595;OTROS;DB;ACTIVO
523599;AJUSTES POR INFLACION;DB;ACTIVO
523599;CUENTA AJUSTES NIIF;DB;ACTIVO
5240;GASTOS LEGALES;DB;ACTIVO
524005;NOTARIALES;DB;ACTIVO
524010;REGISTRO MERCANTIL;DB;ACTIVO
524015;TRAMITES Y LICENCIAS;DB;ACTIVO
524020;ADUANEROS;DB;ACTIVO
524025;CONSULARES;DB;ACTIVO
524095;OTROS;DB;ACTIVO
524099;AJUSTES POR INFLACION;DB;ACTIVO
524099;CUENTA AJUSTES NIIF;DB;ACTIVO
5245;MANTENIMIENTO Y REPARACIONES;DB;ACTIVO
524505;TERRENOS;DB;ACTIVO
524510;CONSTRUCCIONES Y EDIFICACIONES;DB;ACTIVO
524515;MAQUINARIA Y EQUIPO;DB;ACTIVO
524520;EQUIPO DE OFICINA;DB;ACTIVO
524525;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
524530;EQUIPO MEDICO - CIENTIFICO;DB;ACTIVO
524535;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
524540;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
524545;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
524550;FLOTA Y EQUIPO AEREO;DB;ACTIVO
524555;FLOTA Y EQUIPO FERREO;DB;ACTIVO
524560;ACUEDUCTOS PLANTAS Y REDES;DB;ACTIVO
524565;ARMAMENTO DE VIGILANCIA;DB;ACTIVO
524570;VIAS DE COMUNICACION;DB;ACTIVO
524599;AJUSTES POR INFLACION;DB;ACTIVO
524599;CUENTA AJUSTES NIIF;DB;ACTIVO
5250;ADECUACION E INSTALACION;DB;ACTIVO
525005;INSTALACIONES ELECTRICAS;DB;ACTIVO
525010;ARREGLOS ORNAMENTALES;DB;ACTIVO
525015;REPARACIONES LOCATIVAS;DB;ACTIVO
525095;OTROS;DB;ACTIVO
525099;AJUSTES POR INFLACION;DB;ACTIVO
525099;CUENTA AJUSTES NIIF;DB;ACTIVO
5255;GASTOS DE VIAJE;DB;ACTIVO
525505;ALOJAMIENTO Y MANUTENCION;DB;ACTIVO
525510;PASAJES FLUVIALES Y/O MARITIMOS;DB;ACTIVO
525515;PASAJES AEREOS;DB;ACTIVO
525520;PASAJES TERRESTRES;DB;ACTIVO
525525;PASAJES FERREOS;DB;ACTIVO
525595;OTROS;DB;ACTIVO
525599;AJUSTES POR INFLACION;DB;ACTIVO
525599;CUENTA AJUSTES NIIF;DB;ACTIVO
5260;DEPRECIACIONES;DB;ACTIVO
526005;CONSTRUCCIONES Y EDIFICACIONES;DB;ACTIVO
526010;MAQUINARIA Y EQUIPO;DB;ACTIVO
526015;EQUIPO DE OFICINA;DB;ACTIVO
526020;EQUIPO DE COMPUTACION Y COMUNICACION;DB;ACTIVO
526025;EQUIPO MEDICO - CIENTIFICO;DB;ACTIVO
526030;EQUIPO DE HOTELES Y RESTAURANTES;DB;ACTIVO
526035;FLOTA Y EQUIPO DE TRANSPORTE;DB;ACTIVO
526040;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;DB;ACTIVO
526045;FLOTA Y EQUIPO AEREO;DB;ACTIVO
526050;FLOTA Y EQUIPO FERREO;DB;ACTIVO
526055;ACUEDUCTOS/ PLANTAS Y REDES;DB;ACTIVO
526060;ARMAMENTO DE VIGILANCIA;DB;ACTIVO
526065;ENVASES Y EMPAQUES;DB;ACTIVO
526099;AJUSTES POR INFLACION;DB;ACTIVO
526099;CUENTA AJUSTES NIIF;DB;ACTIVO
5265;AMORTIZACIONES;DB;ACTIVO
526505;VIAS DE COMUNICACION;DB;ACTIVO
526510;INTANGIBLES;DB;ACTIVO
526515;CARGOS DIFERIDOS;DB;ACTIVO
526595;OTRAS;DB;ACTIVO
526599;AJUSTES POR INFLACION;DB;ACTIVO
526599;CUENTA AJUSTES NIIF;DB;ACTIVO
5270;FINANCIEROS - REAJUSTE DEL SISTEMA;DB;ACTIVO
527099;AJUSTES POR INFLACION;DB;ACTIVO
527099;CUENTA AJUSTES NIIF;DB;ACTIVO
5295;DIVERSOS;DB;ACTIVO
529505;COMISIONES;DB;ACTIVO
529510;LIBROS/ SUSCRIPCIONES/ PERIODICOS Y REVISTAS;DB;ACTIVO
529515;MUSICA AMBIENTAL;DB;ACTIVO
529520;GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS;DB;ACTIVO
529525;ELEMENTOS DE ASEO Y CAFETERIA;DB;ACTIVO
